Egomaniacal Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4285949,8,15,4
Out For Number One Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2505917,23,15,6
Out For Number One Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1980115,2,3,7
Prejudiced Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6535129,3,18,5
Parsimonious Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5225801,24,18,1
Miserly Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2379830,22,4,1
Egocentric Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1451304,14,8,3
Mean Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4111341,14,5,7
Self-Seeking Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9061922,2,10,2
Ungenerous Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8173427,23,21,10
Parsimonious Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5914209,12,13,4
Egotistical Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4552314,26,14,3
Greedy Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5596776,19,6,9
Self-Interested Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1962576,16,16,9
Self-Interested Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9637624,2,18,2
Self-Interested Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1747875,21,20,2
Egoistic Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1219344,7,10,9
Self-Interested Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2888914,12,1,8
Egotistic Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3691430,18,8,8
Self-Centered Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1437747,24,20,8
Hoggish Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9991749,20,19,9
Prejudiced Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1160098,28,5,10
Hoggish Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8282416,3,12,3
Miserly Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3639625,5,7,2
Stingy Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4660469,19,13,4
Mercenary Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2662305,16,17,1
Self-Centered Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6766660,11,12,5
Ungenerous Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5788700,6,10,9
Narrow Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1424329,13,3,4
Egoistical Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9827667,17,10,9
Greedy Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9008627,11,10,6
Miserly Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6262539,8,7,10
Egotistical Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9095227,19,21,4
Narrow-Minded Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4168513,6,22,6
Self-Interested Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9806597,5,20,3
Egotistic Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7281034,19,5,2
Narrow Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5473217,1,9,3
Stingy Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2975100,7,13,1
Egocentric Road Hog,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6702801,28,21,4
Wrapped Up In Oneself Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1005668,20,12,7
Egoistical Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6274844,24,10,9
Egotistical Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3049035,16,1,2
Prejudiced Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8407951,27,14,7
Self-Interested Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2875496,25,4,3
Greedy Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9092643,7,4,2
Self-Interested Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3997275,12,21,7
Mean Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8019058,25,23,5
Greedy Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8486699,24,8,2
Narrow Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2381391,7,9,8
Egoistical Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2163217,17,15,1
Narrow-Minded Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2373506,10,11,6
