Title,Summary,Plate_Num,Make_ID,Color_ID,Incident_ID
Narcissistic Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4984733,11,8,5
Hoggish Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7450965,21,1,7
Self-Indulgent Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9198980,21,3,5
Mercenary Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6291073,15,6,7
Out For Number One Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5779172,20,9,2
Greedy Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3891780,10,3,11
Egotistic Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1526524,9,2,10
Egocentric Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7816258,24,9,4
Egomaniacal Coachman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8467585,13,5,7
Greedy Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6508985,16,8,6
Mercenary Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8499462,14,10,11
Egomaniacal Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2789494,15,5,11
Egotistic Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1567966,12,2,4
Narcissistic Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8446407,12,5,10
Stingy Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9208726,17,8,3
Out For Number One Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9583702,18,10,5
Egoistic Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4599164,3,2,7
Miserly Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4469677,16,2,5
Stingy Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9500122,21,2,11
Prejudiced Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6154903,10,3,7
Wrapped Up In Oneself Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7298496,12,4,8
Narrow Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4254213,18,5,6
Self-Seeking Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3856880,26,10,3
Egotistic Operator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1370597,11,4,3
Narrow Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",4379723,15,10,1
Stingy Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3179302,27,3,9
Self-Seeking Chauffeur,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7073995,26,5,6
Egotistical Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5840120,28,7,3
Stingy Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6955263,5,8,10
Prejudiced Leadfoot,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2135695,3,2,8
Miserly Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5921644,20,8,10
Self-Indulgent Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1418558,8,2,10
Out For Number One Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7821218,16,2,6
Self-Seeking Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7173900,15,4,1
Greedy Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1705354,2,6,2
Greedy Whip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7085971,17,1,8
Narrow Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6452577,17,7,8
Egotistical Hack,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3814929,4,3,6
Wrapped Up In Oneself Handler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",5501825,17,7,10
Self-Indulgent Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",2633373,13,9,3
Hoggish Trainer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7158172,28,3,4
Stingy Jockey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8974417,13,3,9
Egotistical Coach Person,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",7181310,23,10,5
Egoistic Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9192838,8,1,4
Stingy Automobilist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",1099053,9,4,11
Egomaniacal Road Hog,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6533552,11,8,2
Mercenary Road Hog,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9663229,29,2,3
Narrow-Minded Motorist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",3980601,17,10,7
Hoggish Autoist,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",8329236,5,10,7
Self-Indulgent Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",9695022,28,6,5
Egotistic Cabbie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas interdum ipsum eget nibh tincidunt dignissim. Phasellus malesuada quis urna a euismod. In ut libero sagittis, bibendum quam non, eleifend arcu. Suspendisse iaculis eu elit ac feugiat. Fusce ut est vel quam condimentum varius. Sed eu malesuada augue. Curabitur pretium enim et elit porta auctor. Sed cursus luctus sodales. Nulla at turpis sit amet sapien ornare condimentum. Aenean faucibus non tellus et dictum. Integer rutrum augue nulla, nec sollicitudin velit commodo vel.",6298085,3,7,8
